direction,group,Description,ID,Count,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,minus_log10_pvalue,minus_log10_p_adjust,geneID
Up,KS,response to oxidative stress,GO:0006979,67,67/1278,446/18723,7.96e-10,5.63e-07,4.43e-07,9.099086932262331,6.249491605148654,JUN/SELENOP/FOS/HSPA1A/PENK/HSPA1B/KLF4/APOE/PRDX1/KLF2/BTG1/PRDX2/PDGFRB/RHOB/CYP1B1/PRNP/PDGFRA/MMP2/SOD3/BAD/RBPMS/EEF2/APP/CYGB/RACK1/ATF4/FBLN5/HSF1/P4HB/HNRNPM/PPIA/PINK1/PCGF2/NFE2L1/ZNF580/CHCHD2/SIGMAR1/MAPK3/STAT6/NET1/DUSP1/ENDOG/PSIP1/NOL3/AKR1C3/SELENOK/HMOX1/TRAP1/HGF/MSRB2/PDK2/NFE2L2/HSPB1/GATA4/COL1A1/EGFR/FOXO3/SESN3/ERCC1/BECN1/PXN/KEAP1/SFPQ/PML/TPM1/ABL1/UBE3A
Up,AZFc,collagen-containing extracellular matrix,GO:0062023,35,35/384,425/19550,8.79e-13,4.17e-10,3.27e-10,12.056011124926227,9.379863945026242,PODN/TIMP2/IGFBP7/LTBP4/OGN/APOA1/ANGPTL1/FN1/COL1A2/OMD/SERPINA5/LGALS1/COL6A2/SERPINE2/A2M/S100A4/CLU/DPT/PCSK6/COL14A1/FGF10/LAMC3/COL15A1/ITIH5/CLEC3B/CDH2/PLSCR1/MGP/LUM/COL18A1/LAMB2/DCN/VCAN/CILP/TIMP3
Up,AZFc,vesicle lumen,GO:0031983,26,26/384,327/19550,1.77e-09,4.19e-07,3.28e-07,8.752026733638193,6.377785977033705,IGF1/SELENOP/PENK/TIMP2/APOA1/APP/BACE1/ISLR/FN1/PSMD7/CFD/A2M/CLU/CPPED1/HGF/CAP1/HUWE1/PSMA2/GAS6/CLEC3B/B2M/VCL/EGFR/QSOX1/CRISPLD2/TIMP3
Up,AZFc,cytoplasmic vesicle lumen,GO:0060205,25,25/384,325/19550,7.15e-09,1.13e-06,8.85e-07,8.145693958198919,5.94692155651658,IGF1/SELENOP/PENK/TIMP2/APOA1/APP/BACE1/ISLR/FN1/PSMD7/CFD/A2M/CLU/CPPED1/HGF/CAP1/HUWE1/PSMA2/GAS6/CLEC3B/B2M/VCL/QSOX1/CRISPLD2/TIMP3
Up,AZFc,reproductive system development,GO:0061458,29,29/370,427/18723,8.32e-09,3.49e-05,2.78e-05,8.079876673709276,4.45717457304082,UBB/CITED1/SOX9/CTSV/PDGFRA/HES1/SERPINA5/INHBA/SERPINE2/FGF10/RHOBTB3/SOX15/NOTCH2/NKX3-1/KITLG/FOXC1/PDGFRB/BMPR2/SP3/HMGB2/LGR4/ZFP36L1/DCN/AR/UBE2Q1/PKD2/ITGB8/TRIM28/LHX9
Up,AZFc,endoplasmic reticulum lumen,GO:0005788,24,24/384,313/19550,1.53e-08,1.81e-06,1.42e-06,7.815308569182402,5.7423214251308154,PPIB/PENK/IGFBP7/APOA1/APP/BACE1/FN1/COL1A2/LGALS1/COL6A2/CLU/COL14A1/COL15A1/GAS6/PDIA6/B2M/CDH2/RCN1/COL18A1/LAMB2/H6PD/QSOX1/VCAN/SUMF2
Up,AZFc,secretory granule lumen,GO:0034774,24,24/384,322/19550,2.64e-08,2.5e-06,1.96e-06,7.578396073130169,5.6020599913279625,IGF1/SELENOP/PENK/TIMP2/APOA1/APP/ISLR/FN1/PSMD7/CFD/A2M/CLU/CPPED1/HGF/CAP1/HUWE1/PSMA2/GAS6/CLEC3B/B2M/VCL/QSOX1/CRISPLD2/TIMP3
Up,AZFc,reproductive structure development,GO:0048608,28,28/370,424/18723,2.77e-08,3.62e-05,2.88e-05,7.557520230935552,4.441291429466834,UBB/CITED1/SOX9/CTSV/PDGFRA/HES1/SERPINA5/INHBA/SERPINE2/FGF10/RHOBTB3/SOX15/NOTCH2/NKX3-1/KITLG/FOXC1/PDGFRB/BMPR2/SP3/HMGB2/LGR4/ZFP36L1/DCN/AR/PKD2/ITGB8/TRIM28/LHX9
Up,AZFc,renal system vasculature development,GO:0061437,8,8/370,27/18723,3.45e-08,3.62e-05,2.88e-05,7.462180904926726,4.441291429466834,ACTA2/PDGFRA/HES1/NOTCH2/EGR1/NRP1/PDGFRB/PKD2
Up,AZFc,kidney vasculature development,GO:0061440,8,8/370,27/18723,3.45e-08,3.62e-05,2.88e-05,7.462180904926726,4.441291429466834,ACTA2/PDGFRA/HES1/NOTCH2/EGR1/NRP1/PDGFRB/PKD2
Up,AZFc,peptidase regulator activity,GO:0061134,20,20/373,230/18368,5.3e-08,2.59e-05,2.24e-05,7.275724130399211,4.586700235918748,GAPDH/TIMP2/APP/EPPIN/FN1/CST9L/PSME1/SERPINA5/SERPINE2/A2M/BST2/PRNP/NKX3-1/TFPI/ITIH5/GAS6/PINK1/ADRM1/CRIM1/TIMP3
Up,AZFc,metanephric nephron development,GO:0072210,9,9/370,40/18723,6.64e-08,5.57e-05,4.44e-05,7.1778319206319825,4.2541448048262716,CITED1/SOX9/PDGFRA/HES1/EGR1/LAMB2/PDGFRB/LGR4/PKD2
Up,AZFc,focal adhesion,GO:0005925,27,27/384,418/19550,7.01e-08,5.53e-06,4.34e-06,7.154281982033341,5.257274868695302,PPIB/VIM/CD81/ILK/ITGAV/FLII/AKAP12/LRP1/CAP1/SNAP23/NCKAP1/B2M/CDH2/NRP1/SNTB2/SVIL/VCL/MPRIP/MRC2/PDGFRB/EGFR/ITGA6/FAT1/GNA12/ITGB8/AHNAK/ZYX
Up,AZFc,extracellular matrix structural constituent,GO:0005201,17,17/373,172/18368,8.45e-08,2.59e-05,2.24e-05,7.073143291050307,4.586700235918748,PODN/IGFBP7/LTBP4/OGN/FN1/COL1A2/COL6A2/DPT/COL14A1/COL15A1/MGP/LUM/COL18A1/LAMB2/DCN/VCAN/CILP
Up,AZFc,regeneration,GO:0031099,18,18/370,198/18723,8.47e-08,5.6e-05,4.46e-05,7.072116589669293,4.251811972993799,IGF1/APOA1/CD81/CDK4/SRSF5/LRP1/HGF/CERS2/STK24/FGF10/SOX15/YAP1/GAS6/HOPX/LAMB2/EGFR/PRRX1/ERBB4
Up,AZFc,cell-substrate junction,GO:0030055,27,27/384,425/19550,9.82e-08,6.65e-06,5.21e-06,7.00788851221305,5.1771783546968955,PPIB/VIM/CD81/ILK/ITGAV/FLII/AKAP12/LRP1/CAP1/SNAP23/NCKAP1/B2M/CDH2/NRP1/SNTB2/SVIL/VCL/MPRIP/MRC2/PDGFRB/EGFR/ITGA6/FAT1/GNA12/ITGB8/AHNAK/ZYX
Up,,,,,,,,,,,,
Up,,,,,,,,,,,,
Up,,,,,,,,,,,,
